TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom
334160,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,PA,HYV1253,2002,FORD,EXPLORER,RED,,03282017,1308,"(41.7678231765593, -72.669278135597)"
334164,,,860-296-1518,CT,AH55181,1998,HONDA,ACCORD,BLACK,,03282017,1403,"(41.77159955912, -72.6901481263552)"
334161,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,7ARNF9,2003,HONDA,ACCORD,RED,,03282017,1323,"(41.7923872659487, -72.7002662897022)"
334163,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2006,CHEVY,EQUINOX,SILVER,,03282017,1412,"(41.7818007158786, -72.6918551443765)"
334159,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2003,SUBARU,LEGACY,GREEN,,03282017,1228,"(41.791456587806, -72.6794166981071)"
334168,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,AG99967,2001,HONDA,ACCORD,GRY,,03282017,1643,"(41.7554156937551, -72.6826357235785)"
334170,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,351RLZ,2009,CHEVY,TRAVERSE,WHI,,03282017,1652,"(41.7822512583628, -72.6969969665009)"
334169,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,1AGXE3,2015,NISSAN,ALTIMA,BLK,,03282017,1644,"(41.7554156937551, -72.6826357235785)"
334182,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,MD,2CJ9626,2016,NISSAN,SENTRA,RED,,03282017,2326,"(41.7688325098416, -72.7003563471851)"
334183,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH46594,2003,CHRYSLER,TOWN&COUNT,SILVER,,03292017,0034,"(41.7435949099262, -72.6830372750457)"
334185,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,NJ,V51DAL,2002,MITSUBISHI,LANCER,SILVER,,03292017,0135,"(41.7893676802685, -72.671928388984)"
334186,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2003,FORD,E250,,,03292017,0157,"(41.7893676802685, -72.671928388984)"
334157,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2003,CADILLAC,DEVILLE,BLACK,,03282017,1203,"(41.7905130846667, -72.707094086189)"
334167,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2003,NISSAN,MAXIMA,GRAY,,03282017,1445,"(41.7614087277781, -72.6823963507837)"
334166,,,860-296-1518,CT,AD69844,2002,ACURA,MDX,GRAY,,03282017,1426,"(41.7351435068188, -72.6715733892397)"
334171,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,1997,NISSAN,MAXIMA,TAN,,03282017,1926,"(41.7782265396592, -72.6857801556813)"
334172,WEST HARTFORD AUTO CENTER,"932,NEW BRITAIN AV,WEST HARTFORD,CT,999",860-953-1448,CT,234YSA,1995,TOYOTA,CAMRY,GREEN,,03282017,1925,"(41.7556017843069, -72.6753555673331)"
334173,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2002,HONDA,ACCORD,BLK,,03282017,2055,"(41.7872535015685, -72.6765868013045)"
334176,WEST HARTFORD AUTO CENTER,"932,NEW BRITAIN AV,WEST HARTFORD,CT,999",860-953-1448,CT,XM32,2013,HYUNDAI,SNATA FE,SILVER,,03282017,2215,"(41.7690369579141, -72.6727886402643)"
334177,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,207UKF,2011,GMC,SIERRA,BLK,,03282017,2220,"(41.7681518422906, -72.6860775373154)"
334174,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,,,1998,HONDA,ACCORD,PURPLE,,03282017,2138,"(41.7886477966288, -72.6800342842375)"
334175,,,860-296-1426,CT,406XJF,2001,DODGE,DURANGO,WHITE,,03282017,2204,"(41.7410604466611, -72.6999793488135)"
334178,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH90098,2001,HONDA,CIVIC,WHITE,,03282017,2221,"(41.7681518422906, -72.6860775373154)"
334181,WEST HARTFORD AUTO CENTER,"932,NEW BRITAIN AV,WEST HARTFORD,CT,999",860-953-1448,MA,126RL2,2013,FORD,ESCAPE,GRAY,,03282017,2323,"(41.7657151787082, -72.6734198983794)"
334179,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,8ALMB3,2010,NISSAN,ALTIMA,GRY,,03282017,2311,"(41.7533414591877, -72.6784235670767)"
334180,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,0AVND9,1997,TOYOTA,COROLLA,BLUE,,03282017,2319,"(41.7538456411146, -72.6831539312148)"
334187,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2007,MAZDA,5,BLUE,,03292017,0339,"(41.7435949099262, -72.6830372750457)"
334213,,,860-296-1518,CT,AD80886,2010,HYUNDAI,ACCENT,GRAY,,03292017,2300,"(41.7683161730412, -72.6947171092347)"
334215,,,860-296-1518,CT,5AUHN7,2007,AUDI,A4 QUATTRO,BLACK,,03292017,2318,"(41.7646434748352, -72.7000773194451)"
334214,,,860-296-1518,CT,3AWJT5,1993,HONDA,ACCORD,BROWN,,03292017,2312,"(41.7796639261476, -72.6851587583776)"
334212,,,860-296-1518,MA,155YE6,2012,HONDA,CIVIC,RED,,03292017,2253,"(41.7683161730412, -72.6947171092347)"
334217,,,860-296-1518,CT,AC80320,2015,NISSAN,SENTRA,SILVER,,03302017,0012,"(41.7683161730412, -72.6947171092347)"
334216,,,860-296-1518,FL,143YUI,2016,TOYOTA,CAMRY,WHITE,,03292017,2329,"(41.7722401601135, -72.6952395636193)"
334218,WEST HARTFORD AUTO CENTER,"932,NEW BRITAIN AV,WEST HARTFORD,CT,999",860-953-1448,CT,504KUR,2008,CHEVROLET,SUBURBAN,BLACK,,03302017,0017,"(41.7657151787082, -72.6734198983794)"
334230,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2001,HONDA,ACCORD,BLACK,,03302017,0901,"(41.7586547861673, -72.7064622415503)"
334232,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,XU622,2017,JEEP,RENEGADE,WHITE,,03302017,0928,"(41.7615619842062, -72.6856694175273)"
334231,,,860-293-2442,CT,8AGKA4,2015,SUBARU,WRX,BLUE,,03302017,0922,"(41.762428484064, -72.6867159690077)"
334188,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH06086,2006,CHRYSLER,SEBRING,GREEN,,03292017,0537,"(41.7745298364316, -72.6919941085747)"
334184,,,860-296-2826,CT,AG54689,2003,TOYOTA,CAMRY,GREY,,03292017,0117,"(41.7711704188972, -72.6936575384194)"
334189,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,2ADHK2,2011,TOYOTA,AVALON,RED,,03292017,0915,"(41.7426328122708, -72.6974166741801)"
334193,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,315HFD,2009,FORD,CROWN VIC,BLK,,03292017,0944,"(41.7490536557299, -72.6945067195941)"
334192,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,1993,HONDA,CIVIC EX,GRAY,,03292017,0936,"(41.7582052500238, -72.6939931525237)"
334190,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AF91254,2001,SUBARU,LEGACY,GREEN,,03292017,0932,"(41.7582052500238, -72.6939931525237)"
334191,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AJ69653,2003,NISSAN,MAXIMA,GRAY,,03292017,0933,"(41.77159955912, -72.6901481263552)"
334195,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AD59043,2003,NISSAN,ALTIMA,GRAY,,03292017,1116,"(41.7449975055871, -72.686831108352)"
334194,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,841ZED,2011,HYUNDAI,SONATA,BLUE,,03292017,1109,"(41.7398042521635, -72.6916213927208)"
334196,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AF34340,2014,CHEVY,EQUINOX,BLUE,,03292017,1157,"(41.7350971539533, -72.6928011464215)"
334222,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2001,ACURA,3.2,TAN,,03302017,0423,"(41.7349606550398, -72.6770609865688)"
334225,,,860-233-7079,CT,AH95157,2015,FORD,FUSION,SILVER,,03302017,0616,"(41.754610665045, -72.667986344141)"
334224,,,860-233-7079,CT,AB48633,1998,NISSAN,MAXIMA,BLACK,,03302017,0609,"(41.7414279701811, -72.6993760447059)"
334226,,,860-233-7079,CT,AG31928,2000,HONDA,ACCORD,BLACK,,03302017,0626,"(41.7547176048733, -72.6668850780814)"
334257,,,860-246-7771,MA,489KV2,1996,NISSAN,SENTRA,WHITE,,03312017,0000,"(41.7639956692386, -72.688500462431)"
334256,,,860-246-7771,CT,AC42332,2007,HYUNDAI,ACCENT,BLACK,,03302017,2357,"(41.7729444971669, -72.6951780841341)"
334198,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AF50430,2008,NISSAN,ALTIMA,GRAY,,03292017,1257,"(41.7642001593912, -72.7001274691807)"
334200,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,3AKDT5,2000,TOYOTA,CAMRY,WHITE,,03292017,1314,"(41.7452235627554, -72.6835777755569)"
334201,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,,,1995,CHEVY,3500,GREEN,,03292017,1314,"(41.7951862116437, -72.6959675965088)"
334199,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,384XZB,2006,SUBARU,OUTBACK,GRAY,,03292017,1306,"(41.7543073698556, -72.6943860152888)"
334203,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,622ZYK,2011,VOLKSWAGON,JETTA,GRAY,,03292017,1325,"(41.7574538949554, -72.6753967138524)"
334202,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,3AUHH7,2011,HYUNDAI,ELANTRA,GRAY,,03292017,1318,"(41.7867982848451, -72.6546589756187)"
334204,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,4220DB,2006,CHEVY,SILVERADO,RED,,03292017,1330,"(41.7574538949554, -72.6753967138524)"
334205,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,673ZUJ,2005,NISSAN,ALTIMA,BLU,,03292017,1624,"(41.7880603215923, -72.6972800867811)"
334208,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2004,INFINITI,G35,BLACK,,03292017,1812,"(41.7573581395155, -72.7070496695397)"
334210,,,860-296-1518,MI,LCK811,2016,TOYOTA,COROLLA,RED,,03292017,1904,"(41.7720620283855, -72.6953061323025)"
334219,,,860-953-1448,CT,AF13877,2009,TOYOTA,YARIS,GRAY,,03302017,0148,"(41.7711704188972, -72.6936575384194)"
334223,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,AH65724,1995,TOYOTA,COROLLA,GRY,,03302017,0515,"(41.8021770037015, -72.7069580661524)"
334229,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,AC14403,2005,MITSUBISHI,GALANT,GREEN,,03302017,0815,"(41.7816123784251, -72.6952648417286)"
334227,,,860-233-7079,RI,247181C,2003,MITSUBISHI,MONTERO,BLUE,,03302017,0800,"(41.7656264618468, -72.7139232515881)"
334228,,,860-233-7079,CT,AB83688,2016,JEEP,COMPASS,GRAY,,03302017,0806,"(41.7383408657894, -72.6758401554889)"
334237,,,860-246-7616,CT,AH89855,2006,HONDA,ACCORD,GREY,,03302017,1242,"(41.7720451778763, -72.6947249921929)"
334239,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,,,2002,VOLKSWAGON,PASSAT,BLUE,,03302017,1339,"(41.7852099598188, -72.689332821989)"
334240,,,860-296-1426,FL,PF481S,2008,AUDI,A8,GREY,,03302017,1341,"(41.7720451778763, -72.6947249921929)"
334238,,,860-246-7616,CT,508JKF,2006,HONDA,CIVIC,RED,,03302017,1247,"(41.7658436380792, -72.6969273951188)"
334312,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,AA84517,2016,SUBARU,FORESTER,BLU,,04012017,1847,
334313,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,,,1995,FORD,F250,GRN,,04012017,1905,"(41.738409500767, -72.6671051699058)"
334243,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2001,ACURA,MDX,MAROON,,03302017,1440,"(41.7406215583979, -72.6723412473404)"
334244,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2003,HONDA,CBR 600,BLK/YELLOW,,03302017,1444,"(41.7736344422945, -72.6704086660044)"
334241,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,1998,HONDA,CIVIC,BLUE,,03302017,1347,"(41.7590747389588, -72.6911115070738)"
334242,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AD26312,2005,CHEVY,EQUINOX,GRY,,03302017,1410,"(41.7836940658737, -72.6990661715147)"
334245,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AJ41731,2001,CHEVY,SUBURBAN,WHITE,,03302017,1556,"(41.7630052006892, -72.688108488264)"
334246,,,860-947-3062,,,1991,SUBARU,,BLACK,,03302017,1638,"(41.7351435068188, -72.6715733892397)"
334247,,,860-947-3062,,,2001,BMW,328XI,,,03302017,1648,"(41.7319520842568, -72.676301047146)"
334248,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,433YKK,2007,LEXUS,RX 350,BLK,,03302017,1846,"(41.7284649634048, -72.6938717031438)"
334252,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,NH,3241252,2010,DODGE,CALIBER,SILVER,,03302017,2048,"(41.7675686393082, -72.6804488913223)"
334249,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AG68145,1998,NISSAN,MAXIMA,BLK,,03302017,2005,"(41.7675686393082, -72.6804488913223)"
334251,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,AA46796,2005,INFINITI,G35,BLU,,03302017,2027,"(41.7675686393082, -72.6804488913223)"
334250,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,709NCX,2007,NISSAN,MAXIMA,GRY,,03302017,2026,"(41.7675686393082, -72.6804488913223)"
334253,,,860-246-7771,CT,AD12498,1994,TOYOTA,COROLLA,RED,,03302017,2132,"(41.7961861137664, -72.6760063624374)"
334255,,,860-246-7771,,,2015,AUDI,A8L,SILVER,,03302017,2223,"(41.7657151787082, -72.6734198983794)"
334254,,,860-246-7771,CT,AD65177,2003,ACURA,MDX,WHITE,,03302017,2154,"(41.7726342940514, -72.6880660654343)"
334260,,,860-246-7771,CT,999999,2000,ACURA,TL,WHITE,,03312017,0212,"(41.7414748365659, -72.6719640347503)"
334258,,,860-246-7771,CT,AH35552,1999,FORD,CONTOUR,GRAY,,03312017,0157,"(41.7864309819817, -72.6798041687796)"
334261,,,860-246-7771,CT,AH93161,2015,HYUNDAI,ACCORD,WHITE,,03312017,0231,"(41.759965307023, -72.7098369556519)"
334263,,,860-246-7771,CT,AH37106,2013,CHEVROLET,EQUINOX,GRAY,,03312017,0426,"(41.771051167623, -72.6955449796449)"
334264,,,860-246-7771,CT,AC43248,2004,ACURA,TL,GRAY,,03312017,0511,"(41.7720451778763, -72.6947249921929)"
334265,,,860-246-7771,CT,AA24974,2003,ACURA,3.2,GRAY,,03312017,0514,"(41.7720451778763, -72.6947249921929)"
334266,,,860-246-7771,CT,AF74213,2004,HYUNDAI,SONATA,SILVER,,03312017,0723,"(41.7720451778763, -72.6947249921929)"
334267,,,860-246-7771,CT,AG31696,2005,INFINITI,FX35,GRAY,,03312017,0729,"(41.7726450193547, -72.6927928171417)"
334268,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2004,DODGE,NEON,GRAY,,03312017,0838,"(41.751350152987, -72.700067486958)"
334270,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,7AEUA4,2013,TOYOTA,SCION,WHITE,,03312017,0926,"(41.7901855955644, -72.6766612732511)"
334269,,,860-246-6871,CT,AJ41615,2008,HONDA,ACCORD,GREY,,03312017,0918,"(41.7726342940514, -72.6880660654343)"
334273,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,9AEJR1,2000,HONDA,ACCORD,GRAY,,03312017,1042,"(41.7471790444566, -72.6995817871699)"
334271,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2009,HYUNDAI,SONATA,GRAY,,03312017,1003,"(41.7474733143331, -72.6997918003311)"
334274,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,1AMLK7,2015,MAZDA,6,GRAY,,03312017,1051,"(41.7665231247543, -72.7086579749167)"
334276,CROSS COUNTRY TOWING,"100 AIRPORT RD. HARTFORD, CT. 06114",860-296-2826,CT,AC68469,2016,TOYOTA,COROLLA,BLUE,,03312017,1111,"(41.7553382991127, -72.6870923457337)"
334277,,,860-296-2826,,,2002,NISSAN,ALTIMA,GREEN,,03312017,1125,"(41.762955955601, -72.688999511971)"
334275,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,499HFD,2015,CHEVY,CAPRICE,WHT,,03312017,1057,"(41.7867110924415, -72.6544376617275)"
334278,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2003,ACURA,MDX,BLK,,03312017,1319,"(41.7888866360929, -72.6845903509541)"
334279,,,860-296-8588,CT,482ZEO,2002,CHEVROLET,VENTURE,BLUE,,03312017,1301,"(41.7748420521901, -72.6949882839887)"
334280,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AD01326,2004,TOYT,CAMRY,GRY,,03312017,1535,"(41.7665231247543, -72.7086579749167)"
334284,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,6AHKJ5,2003,NISSAN,MAXIMA,BLK,,03312017,1741,"(41.7482965879457, -72.6981436176373)"
334285,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,AC24311,1999,ACURA,3.2 TL,GRAY,,03312017,1745,"(41.7482965879457, -72.6981436176373)"
334281,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,5AUJL5,1993,HONDA,CIVIC,RED,,03312017,1704,"(41.738274590664, -72.6661054550773)"
334288,,,860-246-6871,,,2002,AUDI,A4,BLACK,,03312017,1919,"(41.7393151674749, -72.6767960746204)"
334286,,,860-246-6871,,,2002,HONDA,ACCORD,BLACK,,03312017,1913,"(41.7770758168465, -72.6739857240758)"
334287,,,860-246-6871,,,2004,CHEVY,IMPALA,SILVER,,03312017,1916,"(41.7961861137664, -72.6760063624374)"
334289,,,860-246-6871,CT,949RKU,2000,CHEVROLET,CAVALIER,BLUE,,03312017,1921,"(41.7770758168465, -72.6739857240758)"
334290,,,860-246-6871,CT,0ANVS4,2011,NISSAN,MAXIMA,WHITE,,03312017,2029,"(41.7700025470151, -72.6947931533328)"
334291,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,8ALUF1,2004,HONDA,ACCORD EX,GRY,,03312017,2111,"(41.776000621923, -72.6840941495444)"
334326,,,860-296-8588,CT,316YSJ,2001,HYUNDAI,ACCENT,SILVER,,04022017,0138,"(41.7402263859838, -72.6993548558059)"
334325,,,860-296-8588,CT,AD58984,2006,NISSAN,ALTIMA,GRAY,,04022017,0136,"(41.7758804037429, -72.6764711676936)"
334348,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,1997,GMC,YUKON,GREEN,,04022017,2035,"(41.7417270309622, -72.6921341536472)"
334346,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,4ATXD2,2000,NISSAN,MAXIMA,BLUE,,04022017,2025,"(41.7801983213318, -72.684992157595)"
334347,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,AF89212,2010,ACURA,RL,GRAY,,04022017,2027,"(41.7894378420545, -72.6869423189254)"
334292,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,AG66627,2006,LEXUS,GS 430,BLK,,03312017,2201,"(41.7478810222974, -72.6792429182499)"
334294,,,860-246-7771,CT,387XWA,1999,ACURA,3.5 RL,BLACK,,04012017,0032,"(41.7735436016706, -72.691751456657)"
334293,,,860-246-7771,CT,AC62681,2004,ACURA,TI,GRAY,,04012017,0030,"(41.7718779326536, -72.6916533305535)"
334295,,,860-246-7771,OH,ZGF253,2002,TOYOTA,SOLARA,GRAY,,04012017,0035,"(41.7961861137664, -72.6760063624374)"
334296,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AG60275,2016,HONDA,CRV,RED,,04012017,0144,"(41.7721813449932, -72.6726976994629)"
334297,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AH92978,1996,ACURA,32TL,TAN,,04012017,0156,"(41.7386253875226, -72.671495488219)"
334301,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,2ATKR3,2003,CHEVR,IMPALA,BLK,,04012017,0251,"(41.7904966992815, -72.6705022316245)"
334298,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AF24000,2001,MITSU,GALANT E,RED,,04012017,0241,"(41.7681373839617, -72.6841502780445)"
334300,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,MA,5FS765,2009,TOYOTA,COROLLA,GREEN,,04012017,0246,"(41.7904966992815, -72.6705022316245)"
334299,,,860-246-7616,CT,AC57693,2004,NISSAN,SENTRA,GRAY,,04012017,0245,"(41.7720451778763, -72.6947249921929)"
334303,,,860-296-5382,NY,GUE6596,2006,CHEVY,IMPALA,SILVER,,04012017,0543,"(41.7720451778763, -72.6947249921929)"
334302,,,860-296-5382,CT,497TNF,2009,HONDA,ACCORD,BLUE,,04012017,0539,"(41.7720451778763, -72.6947249921929)"
334305,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,506ZVR,2000,BUICK,LESABRE,GRN,,04012017,1157,"(41.7375819872304, -72.6972769487636)"
334304,,,860-296-5382,PA,KFS5822,2014,HYUNDAI,ACCENT,BROWN,,04012017,1039,"(41.7420313945392, -72.6878187414174)"
334306,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,9ANNF9,2002,MERZ,C230,BLK,,04012017,1200,"(41.7375819872304, -72.6972769487636)"
334307,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,301ZYB,2005,CHEV,COBALT,RED,,04012017,1530,
334349,,,860-296-5382,,,2001,ACURA,CL,BLACK,,04022017,2151,"(41.772325345394, -72.6915200906748)"
334350,,,860-296-5382,,,2002,SUBARU,OUTBACK,WHITE,,04022017,2214,"(41.7972796289875, -72.6755123219686)"
334309,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,84CA45,2008,TOTY,TUNDERA,BLU,,04012017,1635,"(41.7742848413839, -72.6783260089863)"
334310,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,VT,GCN443,2015,TOTY,RAV,SIL,,04012017,1709,"(41.7795425943972, -72.6830996963639)"
334308,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AF73983,1996,NISS,MAX,BLK,,04012017,1635,"(41.7742848413839, -72.6783260089863)"
334311,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,AF24002,2007,TOTY,YARIS,BLU,,04012017,1754,"(41.7406170443248, -72.6659018738989)"
334315,,,860-246-7771,CT,AF24433,2002,TOYOTA,COROLLA,TAN,,04012017,2052,"(41.7635644538873, -72.7059498033266)"
334317,,,860-953-1448,CT,0ABRK9,2007,TOYOTA,CAMRY,RED,,04012017,2204,"(41.7724793087826, -72.6928372421875)"
334316,WEST HARTFORD AUTO CENTER,"932,NEW BRITAIN AV,WEST HARTFORD,CT,999",860-953-1448,CT,328ZAT,2014,HONDA,CIVIC,WHITE,,04012017,2200,"(41.7690369579141, -72.6727886402643)"
334319,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AH96055,2006,HONDA,ACCORD,BLU,,04012017,2239,"(41.8006803076052, -72.6948075019577)"
334318,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,MA,7HCJ50,2017,JEEP,RENEGADE,GRY,,04012017,2220,"(41.7382778160994, -72.6683721468912)"
334321,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AD37919,2009,TOYOTA,YARIS,SILVER,,04022017,0016,"(41.7775958436753, -72.6846272340805)"
334322,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AF97567,2000,NISSAN,MAXIMA,GRAY,,04022017,0042,"(41.7778713316818, -72.6805551880839)"
